source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_pub,indicator_cnci,indicator_ic,indicator_top,indicator_award
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Aarhus University,RI00424,aarhus-university,Denmark,DK,,,44.4,54.0,83.3,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Albert Einstein College of Medicine,RI02609,albert-einstein-college-of-medicine,United States,US,,,33.5,60.3,66.2,18.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Case Western Reserve University,RI02656,case-western-reserve-university,United States,US,,,37.8,52.3,60.5,20.1,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,TU Dresden,RI00734,tu-dresden,Germany,DE,,,30.1,58.7,78.8,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Tuebingen,RI00776,university-of-tuebingen,Germany,DE,,,41.7,55.3,80.1,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Swiss Federal Institute of Technology Lausanne,RI02282,swiss-federal-institute-of-technology-lausanne,Switzerland,CH,,,30.7,59.1,83.6,18.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Fudan University,RC00004,fudan-university,China,CN,,,50.5,44.4,59.5,16.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Ghent University,RI00124,ghent-university,Belgium,BE,,,47.8,52.3,83.7,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Hannover Medical School,RI00707,hannover-medical-school,Germany,DE,,,31.4,55.3,78.2,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,The Hebrew University of Jerusalem,RI01170,the-hebrew-university-of-jerusalem,Israel,IL,,,36.5,51.2,78.2,20.1,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Lund University,RI02242,lund-university,Sweden,SE,,,40.8,54.8,84.8,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Medical University of Vienna,RI00086,medical-university-of-vienna,Austria,AT,,,31.2,54.3,81.3,15.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Monash University,RI00055,monash-university,Australia,AU,,,45.3,51.0,76.4,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Newcastle University,RI02508,newcastle-university,United Kingdom,GB,,,33.7,55.7,82.1,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Oregon Health and Science University,RI02835,oregon-health-and-science-university,United States,US,,,32.2,59.2,60.8,16.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Osaka University,RI01396,osaka-university,Japan,JP,,,44.3,45.9,58.2,18.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Queen Mary University of London,RI02513,queen-mary-university-of-london,United Kingdom,GB,,,29.5,64.1,83.5,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Seoul National University,RI02133,seoul-national-university,South Korea,KR,,,52.5,45.1,57.8,16.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Shanghai Jiao Tong University,RC00005,shanghai-jiao-tong-university,China,CN,,,55.0,45.3,55.9,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,SUNY Downstate Health Sciences University,RI02894,state-university-of-new-york-health-science-center-at-brooklyn,United States,US,,,12.4,49.2,56.9,8.4,35.4
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Technical University of Denmark,RI00433,technical-university-of-denmark,Denmark,DK,,,34.0,60.0,82.9,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Tsinghua University,RC00001,tsinghua-university,China,CN,,,35.6,56.0,66.5,20.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Montpellier,RI00652,university-of-montpellier,France,FR,,,45.0,50.1,83.7,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Paris-Sud (Paris 11),RI00662,university-of-paris-sud-paris-11,France,FR,,,39.9,51.2,78.8,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Aix Marseille University,RI00503,aix-marseille-university,France,FR,,,45.7,50.1,77.8,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Bristol,RI02556,university-of-bristol,United Kingdom,GB,,,34.9,60.9,79.7,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,"University of California, Irvine",RI02964,university-of-california-irvine,United States,US,,,37.5,55.7,65.4,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,"University of California, Santa Cruz",RI02970,university-of-california-santa-cruz,United States,US,,,25.8,72.3,68.8,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Claude Bernard University Lyon 1,RI00512,claude-bernard-university-lyon-1,France,FR,,,38.0,50.6,77.7,18.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Cologne,RI00742,university-of-cologne,Germany,DE,,,35.5,53.6,79.7,18.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,The University of Dundee,RI02538,the-university-of-dundee,United Kingdom,GB,,,29.0,64.4,80.3,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Freiburg,RI00746,university-of-freiburg,Germany,DE,,,37.5,52.6,80.7,18.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,The University of Glasgow,RI02540,the-university-of-glasgow,United Kingdom,GB,,,35.2,59.4,84.0,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Goettingen,RI00748,university-of-goettingen,Germany,DE,,,37.1,51.5,76.8,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Iceland,RI00824,university-of-iceland,Iceland,IS,,,18.2,78.9,90.2,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Iowa,RI02991,university-of-iowa,United States,US,,,36.4,52.4,57.1,16.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,"University of Maryland, Baltimore",RI03001,university-of-maryland-baltimore,United States,US,,,36.4,58.6,65.8,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Miami,RI03011,university-of-miami,United States,US,,,33.5,53.1,66.8,16.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Milan,RI01237,university-of-milan,Italy,IT,,,41.5,49.9,70.8,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Montreal,RI00323,university-of-montreal,Canada,CA,,,40.4,53.6,75.1,15.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,The University of New South Wales,RI00064,the-university-of-new-south-wales,Australia,AU,,,41.4,53.5,76.7,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Oslo,RI01665,university-of-oslo,Norway,NO,,,39.9,54.5,83.5,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Paris Descartes (Paris 5),RI00658,university-of-paris-descartes-paris-5,France,FR,,,42.6,51.5,77.7,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University Paris Diderot - Paris 7,RI00679,university-paris-diderot-paris-7,France,FR,,,38.5,51.4,75.7,16.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Tartu,RI00477,university-of-tartu,Estonia,EE,,,24.9,70.2,86.5,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Vienna,RI00100,university-of-vienna,Austria,AT,,,35.8,54.7,86.8,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Virginia,RI03072,university-of-virginia,United States,US,,,33.7,55.8,64.9,15.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Wuerzburg,RI00779,university-of-wuerzburg,Germany,DE,,,33.1,57.6,79.4,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,University of Wageningen,RI01630,wageningen-university-research,Netherlands,NL,,,40.5,56.3,84.0,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,101-150,Zhejiang University,RC00003,zhejiang-university,China,CN,,,53.1,43.2,57.1,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Arizona State University,RI02615,arizona-state-university,United States,US,,,30.8,60.6,66.5,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,The Australian National University,RI00061,the-australian-national-university,Australia,AU,,,33.3,55.0,76.4,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Brown University,RI02635,brown-university,United States,US,,,29.6,54.8,60.2,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Frankfurt,RI00704,goethe-university-frankfurt,Germany,DE,,,34.5,52.3,77.2,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Duesseldorf,RI00709,heinrich-heine-university-duesseldorf,Germany,DE,,,30.2,54.2,74.5,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Indiana University Bloomington,RI02743,indiana-university-bloomington,United States,US,,,29.2,57.3,61.8,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Indiana University-Purdue University at Indianapolis,RI02745,indiana-university-purdue-university-at-indianapolis,United States,US,,,32.6,51.0,62.6,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Kitasato University,RI01335,kitasato-university,Japan,JP,,,21.4,36.2,54.5,0.0,43.3
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Maastricht University,RI01615,maastricht-university,Netherlands,NL,,,27.5,56.8,82.1,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Michigan State University,RI02790,michigan-state-university,United States,US,,,40.0,51.4,63.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Nanyang Technological University,RI02009,nanyang-technological-university,Singapore,SG,,,32.1,50.6,82.3,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Stony Brook University,RI02896,stony-brook-university,United States,US,,,32.2,54.8,64.6,15.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Stockholm University,RI02252,stockholm-university,Sweden,SE,,,29.7,60.1,83.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Sun Yat-sen University,RC00007,sun-yat-sen-university,China,CN,,,48.8,44.8,55.6,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Swedish University of Agricultural Sciences,RI02254,swedish-university-of-agricultural-sciences,Sweden,SE,,,32.5,52.8,86.3,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Texas A&M University,RI02907,texas-a-m-university,United States,US,,,39.3,48.4,65.4,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Trinity College Dublin,RI01155,trinity-college-dublin,Ireland,IE,,,24.6,62.8,84.5,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Ulm,RI00777,university-of-ulm,Germany,DE,,,28.2,54.3,79.3,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Umea University,RI02256,umea-university,Sweden,SE,,,28.2,61.2,85.4,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Lisbon,RI01822,university-of-lisbon,Portugal,PT,,,37.4,45.7,79.5,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Porto,RI01824,university-of-porto,Portugal,PT,,,41.5,44.6,80.3,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Université Grenoble Alpes,RI00624,universit-grenoble-alpes,France,FR,,,35.7,50.5,78.8,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Paul Sabatier University (Toulouse 3),RI00599,paul-sabatier-university-toulouse-3,France,FR,,,34.2,49.4,79.2,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,The University of Adelaide,RI00062,the-university-of-adelaide,Australia,AU,,,35.4,52.4,74.4,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Alabama at Birmingham,RI02954,university-of-alabama-at-birmingham,United States,US,,,36.9,52.6,64.3,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Alberta,RI00317,university-of-alberta,Canada,CA,,,43.3,47.6,72.6,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Arizona,RI02957,university-of-arizona,United States,US,,,38.2,53.5,65.9,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Bern,RI02287,university-of-bern,Switzerland,CH,,,33.4,50.3,84.1,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Birmingham,RI02553,university-of-birmingham,United Kingdom,GB,,,31.7,56.0,80.2,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,The University of Calgary,RI00315,the-university-of-calgary,Canada,CA,,,35.7,48.6,77.6,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Cincinnati,RI02974,university-of-cincinnati,United States,US,,,31.9,48.0,62.6,16.2,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Colorado Health Science Center,RI02978,university-of-colorado-health-science-center,United States,US,,,35.8,55.0,61.3,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Duisburg-Essen,RI00743,university-of-duisburg-essen-1,Germany,DE,,,26.7,55.5,79.4,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Eastern Finland,RI00493,university-of-eastern-finland,Finland,FI,,,24.1,65.0,79.2,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Erlangen-Nuremberg,RI00745,university-of-erlangen-nuremberg,Germany,DE,,,30.0,55.0,79.2,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Exeter,RI02566,university-of-exeter,United Kingdom,GB,,,31.2,59.7,81.4,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,The University of Georgia,RI02926,the-university-of-georgia,United States,US,,,41.9,50.1,63.8,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Hamburg,RI00752,university-of-hamburg,Germany,DE,,,35.0,52.1,81.4,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,The University of Hong Kong,RG00012,the-university-of-hong-kong,China-Hong Kong,HK,,,35.6,54.5,70.6,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Kansas,RI02992,university-of-kansas,United States,US,,,36.0,47.2,65.2,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,Kiel University,RI00757,university-of-kiel,Germany,DE,,,31.0,56.2,77.7,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Leeds,RI02574,university-of-leeds,United Kingdom,GB,,,30.2,53.5,78.4,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,"University of Maryland, College Park",RI03003,university-of-maryland-college-park,United States,US,,,33.9,60.6,64.0,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Muenster,RI00765,university-of-muenster,Germany,DE,,,33.4,53.6,77.9,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Ottawa,RI00326,university-of-ottawa,Canada,CA,,,34.1,52.4,70.9,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Padua,RI01242,university-of-padua,Italy,IT,,,35.9,50.5,73.7,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Southampton,RI02586,university-of-southampton,United Kingdom,GB,,,30.7,54.5,82.4,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Tampere,RI00497,university-of-tampere,Finland,FI,,,18.7,66.7,85.3,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,The University of Texas at Austin,RI02933,the-university-of-texas-at-austin,United States,US,,,36.1,55.3,60.0,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,151-200,University of Turku,RI00499,university-of-turku,Finland,FI,,,30.7,53.0,84.2,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,AgroParisTech,RI00501,agroparistech,France,FR,,,28.1,51.9,78.1,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Autonomous University of Barcelona,RI02150,autonomous-university-of-barcelona,Spain,ES,,,37.8,47.8,72.8,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,"Birkbeck, University of London",RI02463,birkbeck-university-of-london,United Kingdom,GB,,,15.7,54.8,78.4,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,China Agricultural University,RC00024,china-agricultural-university,China,CN,,,41.1,44.2,59.1,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,The Chinese University of Hong Kong,RG00002,the-chinese-university-of-hong-kong,China-Hong Kong,HK,,,30.5,48.6,62.9,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Colorado State University,RI02676,colorado-state-university,United States,US,,,30.9,52.3,60.3,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Dartmouth College,RI02688,dartmouth-college,United States,US,,,27.7,52.6,63.9,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Ecole Normale Superieure - Lyon,RI00536,ecole-normale-superieure-lyon,France,FR,,,22.2,54.0,80.0,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Florida State University,RI02712,florida-state-university,United States,US,,,24.8,58.9,58.6,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Jena,RI00754,university-of-jena,Germany,DE,,,32.8,49.2,73.6,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,The George Washington University,RI02917,the-george-washington-university,United States,US,,,25.5,53.8,67.0,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Georgia Institute of Technology,RI02719,georgia-institute-of-technology,United States,US,,,28.4,51.5,59.5,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Hokkaido University,RI01303,hokkaido-university,Japan,JP,,,41.3,39.6,59.0,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Huazhong Agricultural University,RC00051,huazhong-agricultural-university,China,CN,,,37.7,43.6,54.7,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Huazhong University of Science and Technology,RC00010,huazhong-university-of-science-and-technology,China,CN,,,40.5,41.0,54.3,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,James Cook University,RI00051,james-cook-university,Australia,AU,,,30.6,53.1,74.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Mainz,RI00762,university-of-mainz,Germany,DE,,,28.9,49.9,76.4,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Karlsruhe Institute of Technology (KIT),RI00720,karlsruhe-institute-of-technology-kit,Germany,DE,,,19.8,62.7,74.4,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,King Abdullah University of Science and Technology,RI01987,king-abdullah-university-of-science-and-technology,Saudi Arabia,SA,,,19.6,55.8,97.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,King Saud University,RI01992,king-saud-university,Saudi Arabia,SA,,,39.0,43.2,90.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,La Trobe University,RI00053,la-trobe-university,Australia,AU,,,23.3,52.6,70.7,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Laval University,RI00300,laval-university,Canada,CA,,,34.9,50.6,71.9,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,London School of Hygiene & Tropical Medicine,RI02502,london-school-of-hygiene-tropical-medicine,United Kingdom,GB,,,23.7,62.4,90.3,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Louisiana State University - Baton Rouge,RI02767,louisiana-state-university-baton-rouge,United States,US,,,34.2,50.8,59.0,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Mae Fah Luang University,RI02310,mae-fah-luang-university,Thailand,TH,,,13.0,72.5,100.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Halle-Wittenberg,RI00751,university-of-halle-wittenberg,Germany,DE,,,25.0,54.3,72.3,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,McMaster University,RI00303,mcmaster-university,Canada,CA,,,34.1,52.8,72.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Medical University of Graz,RI00084,medical-university-of-graz,Austria,AT,,,21.8,59.2,85.1,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Medical University of Innsbruck,RI00085,medical-university-of-innsbruck,Austria,AT,,,23.5,56.7,88.5,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Nagoya University,RI01369,nagoya-university,Japan,JP,,,34.7,44.8,55.1,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Nanjing Medical University,RC00047,nanjing-medical-university,China,CN,,,36.4,45.9,48.9,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Nanjing University,RC00009,nanjing-university,China,CN,,,32.2,46.1,51.8,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,National Taiwan University,RG00047,national-taiwan-university,China-Taiwan,TW,,,41.8,41.4,57.2,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,North Carolina State University - Raleigh,RI02819,north-carolina-state-university-raleigh,United States,US,,,36.5,52.4,58.7,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Northeastern University (Boston),RI02822,northeastern-university-boston,United States,US,,,20.5,53.8,66.0,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Purdue University - West Lafayette,RI02849,purdue-university-west-lafayette,United States,US,,,36.3,49.2,62.0,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Ruhr University Bochum,RI00739,university-of-bochum,Germany,DE,,,25.4,51.9,73.5,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Rush University,RI02861,rush-university,United States,US,,,18.3,60.3,65.1,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,RWTH Aachen University,RI00725,rwth-aachen-university,Germany,DE,,,26.3,53.8,75.0,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Sapienza University of Rome,RI01206,sapienza-university-of-rome,Italy,IT,,,40.1,45.5,69.7,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Sichuan University,RC00011,sichuan-university,China,CN,,,39.9,42.5,51.2,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Sungkyunkwan University,RI02141,sungkyunkwan-university,South Korea,KR,,,33.4,45.7,53.7,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Technion-Israel Institute of Technology,RI01168,technion-israel-institute-of-technology,Israel,IL,,,25.7,49.4,74.9,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Temple University,RI02905,temple-university,United States,US,,,25.2,59.2,72.0,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Tohoku University,RI01428,tohoku-university,Japan,JP,,,37.4,43.4,56.9,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Tongji University,RC00026,tongji-university,China,CN,,,32.6,45.3,60.2,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Tufts University,RI02945,tufts-university,United States,US,,,30.1,54.2,64.8,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Tulane University,RI02946,tulane-university,United States,US,,,26.0,51.7,63.5,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,National Autonomous University of Mexico,RI01566,national-autonomous-university-of-mexico,Mexico,MX,,,46.5,37.2,67.9,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Catholic University of Louvain,RI00122,catholic-university-of-louvain,Belgium,BE,,,28.0,52.6,81.9,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Universite de Lille,RI00644,university-of-lille,France,FR,,,28.9,55.0,79.6,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Université libre de Bruxelles (ULB),RI00127,universit-libre-de-bruxelles-ulb,Belgium,BE,,,27.8,53.6,83.8,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University College Cork,RI01156,university-college-cork,Ireland,IE,,,23.1,55.2,82.2,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University College Dublin,RI01157,university-college-dublin,Ireland,IE,,,28.6,51.9,83.7,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Aberdeen,RI02550,university-of-aberdeen,United Kingdom,GB,,,28.4,56.3,84.3,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Antwerp,RI00128,university-of-antwerp,Belgium,BE,,,27.6,51.2,86.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,National and Kapodistrian University of Athens,RI00794,national-and-kapodistrian-university-of-athens,Greece,GR,,,33.2,50.1,73.3,4.9,0.0
