source,retrieved_at,ranking_scope,ranking_year,ranking,name,university_code,university_slug,country,country_code,country_ranking,score,indicator_pub,indicator_cnci,indicator_ic,indicator_top,indicator_award
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,The University of Auckland,RI01634,the-university-of-auckland,New Zealand,NZ,,,33.6,53.6,83.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Bergen,RI01664,university-of-bergen,Norway,NO,,,30.9,53.5,85.9,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Bologna,RI01222,university-of-bologna,Italy,IT,,,37.4,47.8,68.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Buenos Aires,RI00034,university-of-buenos-aires,Argentina,AR,,,38.0,38.2,65.4,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,"University of California, Riverside",RI02966,university-of-california-riverside,United States,US,,,31.8,50.5,68.6,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,"University of California, Santa Barbara",RI02969,university-of-california-santa-barbara,United States,US,,,24.6,53.8,64.5,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Connecticut,RI02979,university-of-connecticut,United States,US,,,33.9,48.2,61.9,13.8,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Delaware,RI02981,university-of-delaware,United States,US,,,24.4,56.2,57.7,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of East Anglia,RI02563,university-of-east-anglia,United Kingdom,GB,,,24.3,53.6,81.0,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Florence,RI01231,university-of-florence,Italy,IT,,,33.7,50.6,72.8,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Guelph,RI00319,university-of-guelph,Canada,CA,,,32.7,47.8,73.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Illinois at Chicago,RI02988,university-of-illinois-at-chicago,United States,US,,,34.6,49.0,62.0,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Kentucky,RI02994,university-of-kentucky,United States,US,,,33.5,47.4,62.6,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Leicester,RI02575,university-of-leicester,United Kingdom,GB,,,27.3,58.6,82.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Leipzig,RI00759,university-of-leipzig,Germany,DE,,,29.9,52.3,75.8,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Liege,RI00129,university-of-liege,Belgium,BE,,,27.4,47.8,84.7,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Liverpool,RI02577,university-of-liverpool,United Kingdom,GB,,,34.0,56.2,81.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Luebeck,RI00760,university-of-luebeck,Germany,DE,,,18.7,67.1,85.0,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Massachusetts Amherst,RI03005,university-of-massachusetts-amherst,United States,US,,,28.3,49.2,61.8,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Mississippi,RI03015,university-of-mississippi,United States,US,,,22.2,58.6,70.2,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Missouri - Columbia,RI03017,university-of-missouri-columbia,United States,US,,,34.1,49.4,60.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Oregon,RI03044,university-of-oregon,United States,US,,,18.6,59.4,62.5,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Otago,RI01637,university-of-otago,New Zealand,NZ,,,30.9,47.6,80.1,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Oulu,RI00496,university-of-oulu,Finland,FI,,,24.3,61.2,84.6,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Plymouth University,RI02582,university-of-plymouth,United Kingdom,GB,,,19.5,59.8,80.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Regensburg,RI00772,university-of-regensburg,Germany,DE,,,26.5,54.5,73.3,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Rochester,RI03052,university-of-rochester,United States,US,,,32.4,51.5,58.2,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,The University of Sheffield,RI02543,the-university-of-sheffield,United Kingdom,GB,,,32.0,50.3,81.4,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Southern Denmark,RI00436,university-of-southern-denmark,Denmark,DK,,,27.9,53.8,87.5,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Split,RI00393,university-of-split,Croatia,HR,,,13.8,64.6,84.7,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of St Andrews,RI02587,university-of-st-andrews,United Kingdom,GB,,,27.3,52.3,83.4,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,The University of Texas Health Science Center at San Antonio,RI02937,the-university-of-texas-health-science-center-at-san-antonio,United States,US,,,29.0,54.3,67.8,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Turin,RI01256,university-of-turin,Italy,IT,,,31.8,50.6,71.1,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Valencia,RI02218,university-of-valencia,Spain,ES,,,30.0,48.8,70.6,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Warwick,RI02597,university-of-warwick,United Kingdom,GB,,,26.3,52.8,78.9,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Virginia Polytechnic Institute and State University,RI03090,virginia-polytechnic-institute-and-state-university,United States,US,,,33.0,48.8,57.9,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Wake Forest University,RI03091,wake-forest-university,United States,US,,,27.3,54.2,64.1,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Washington State University,RI03094,washington-state-university,United States,US,,,31.9,49.0,62.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Wayne State University,RI03096,wayne-state-university,United States,US,,,29.8,51.7,59.7,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Weill Cornell Medical College Qatar,RI01832,weill-cornell-medical-college-qatar,Qatar,QA,,,13.3,59.8,84.4,14.6,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Western University,RI00342,western-university,Canada,CA,,,32.4,46.5,70.6,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Wuhan University,RC00020,wuhan-university,China,CN,,,35.8,43.0,49.6,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,Yonsei University,RI02148,yonsei-university,South Korea,KR,,,35.4,43.4,55.3,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Aalto University,RI00485,aalto-university,Finland,FI,,,14.4,59.4,84.4,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Autonomous University of Madrid,RI02151,autonomous-university-of-madrid,Spain,ES,,,29.6,46.5,72.7,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Ben-Gurion University of the Negev,RI01161,ben-gurion-university-of-the-negev,Israel,IL,,,24.2,43.8,76.0,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Brandeis University,RI02632,brandeis-university,United States,US,,,16.3,53.1,53.7,11.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Carnegie Mellon University,RI02653,carnegie-mellon-university,United States,US,,,19.4,55.3,56.1,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Catholic University of the Sacred Heart,RI01182,catholic-university-of-the-sacred-heart,Italy,IT,,,21.5,51.7,71.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Chalmers University of Technology,RI02230,chalmers-university-of-technology,Sweden,SE,,,16.4,60.9,77.9,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Charles University in Prague,RI00405,charles-university-in-prague,Czech Republic,CZ,,,39.6,43.4,70.8,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,China Medical University (Taichung),RG00024,china-medical-university-taichung,China-Taiwan,TW,,,29.1,43.0,56.3,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Complutense University of Madrid,RI02157,complutense-university-of-madrid,Spain,ES,,,31.3,45.9,70.8,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Deakin University,RI00046,deakin-university,Australia,AU,,,23.6,48.6,75.1,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Delft University of Technology,RI01604,delft-university-of-technology,Netherlands,NL,,,19.0,49.0,79.2,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Technical University of Dortmund,RI00731,technical-university-of-dortmund,Germany,DE,,,13.4,56.5,75.0,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Ecole Normale Superieure - Paris,RI00537,ecole-normale-superieure-paris,France,FR,,,19.6,54.7,83.7,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Flinders University,RI00049,flinders-university,Australia,AU,,,22.7,49.9,74.3,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Georgetown University,RI02717,georgetown-university,United States,US,,,23.5,56.7,67.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Iowa State University,RI02748,iowa-state-university,United States,US,,,31.5,51.4,64.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Jagiellonian University,RI01750,jagiellonian-university,Poland,PL,,,36.2,39.4,62.5,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Jean Monnet University,RI00571,jean-monnet-university,France,FR,,,15.3,48.8,78.3,12.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Kansas State University,RI02758,kansas-state-university,United States,US,,,27.2,53.3,65.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Keio University,RI01332,keio-university,Japan,JP,,,28.5,47.1,56.7,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Kyushu University,RI01357,kyushu-university,Japan,JP,,,36.8,41.4,54.3,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Liverpool School of Tropical Medicine,RI02497,liverpool-school-of-tropical-medicine,United Kingdom,GB,,,13.5,60.4,94.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Macquarie University,RI00054,macquarie-university,Australia,AU,,,26.1,50.5,77.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Mahidol University,RI02312,mahidol-university,Thailand,TH,,,29.4,45.9,77.4,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Masaryk University,RI00408,masaryk-university,Czech Republic,CZ,,,26.3,46.3,75.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Massey University,RI01633,massey-university,New Zealand,NZ,,,22.6,52.4,82.8,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Medical College of Wisconsin,RI02783,medical-college-of-wisconsin,United States,US,,,25.7,50.6,55.4,10.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Medical University of South Carolina,RI02784,medical-university-of-south-carolina,United States,US,,,22.6,46.9,62.0,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Montpellier SupAgro,RI00582,montpellier-supagro,France,FR,,,21.3,48.8,83.9,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Nanjing Agricultural University,RC00029,nanjing-agricultural-university,China,CN,,,39.4,42.5,48.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Nankai University,RC00025,nankai-university,China,CN,,,29.2,41.6,59.1,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Galway,RI01151,national-university-of-ireland-galway,Ireland,IE,,,20.7,52.3,83.0,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Northern Arizona University,RI02823,northern-arizona-university,United States,US,,,13.7,62.7,65.5,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Northwest A&F University,RC00063,northwest-a-f-university,China,CN,,,37.7,39.1,51.7,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Oregon State University,RI02836,oregon-state-university,United States,US,,,33.5,52.4,63.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Palacký University,RI00410,palack-university-olomouc,Czech Republic,CZ,,,21.0,45.5,76.6,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Marburg,RI00764,university-of-marburg,Germany,DE,,,25.9,48.0,73.7,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Queen's University Belfast,RI02514,queens-university-belfast,United Kingdom,GB,,,24.3,57.0,86.5,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Rice University,RI02854,rice-university,United States,US,,,21.9,51.0,59.2,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Royal College of Surgeons - Ireland,RI01153,royal-college-of-surgeons-ireland,Ireland,IE,,,13.5,65.3,79.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,"Royal Holloway, University of London",RI02524,royal-holloway-university-of-london,United Kingdom,GB,,,12.3,58.3,83.9,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,KTH Royal Institute of Technology,RI02238,kth-royal-institute-of-technology,Sweden,SE,,,20.8,60.6,82.0,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Saarland University,RI00726,saarland-university,Germany,DE,,,24.5,50.1,73.5,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,The Second Military Medical University,RC00082,the-second-military-medical-university,China,CN,,,29.8,45.9,53.1,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Shandong University,RC00031,shandong-university,China,CN,,,41.9,40.5,52.3,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,ShanghaiTech University,RC00347,shanghaitech-university,China,CN,,,10.6,58.9,71.4,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Simon Fraser University,RI00313,simon-fraser-university,Canada,CA,,,26.9,54.2,73.9,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,St George's Hospital Medical School,RI02530,st-georges-university-of-london,United Kingdom,GB,,,15.5,63.4,85.7,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Texas A&M Health Science Center,RI02906,texas-a-m-health-science-center,United States,US,,,19.0,51.4,65.9,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Thomas Jefferson University,RI02941,thomas-jefferson-university,United States,US,,,24.1,49.5,68.8,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Tokyo Medical and Dental University,RI01435,tokyo-medical-and-dental-university,Japan,JP,,,24.2,48.6,59.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Tromso,RI01667,university-of-tromso,Norway,NO,,,22.5,56.3,85.1,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Chile,RI00361,university-of-chile,Chile,CL,,,27.7,43.2,77.0,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Coimbra,RI01820,university-of-coimbra,Portugal,PT,,,27.1,47.4,76.4,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Sao Paulo State University,RI00191,sao-paulo-state-university,Brazil,BR,,,45.0,36.2,52.2,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Federal University of Rio de Janeiro,RI00153,federal-university-of-rio-de-janeiro,Brazil,BR,,,39.9,40.1,62.4,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,Federal University of Rio Grande do Sul,RI00155,federal-university-of-rio-grande-do-sul,Brazil,BR,,,34.7,37.2,56.9,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,New University of Lisbon,RI01809,nova-university-lisbon,Portugal,PT,,,26.3,46.3,82.6,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,"University of Natural Resources and Life Sciences, Vienna",RI00097,university-of-natural-resources-and-life-sciences-vienna,Austria,AT,,,22.2,48.4,81.7,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Bremen,RI00741,university-of-bremen,Germany,DE,,,18.5,52.6,82.0,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of California-Merced,RI02971,university-of-california-merced,United States,US,,,13.4,55.2,66.2,9.7,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,201-300,University of Cape Town,RI02043,university-of-cape-town,South Africa,ZA,,,31.1,50.5,84.2,4.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Colorado at Denver,RI02976,university-of-colorado-at-denver,United States,US,,,16.3,60.7,66.5,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Ferrara,RI01230,university-of-ferrara,Italy,IT,,,20.5,50.3,74.7,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Granada,RI02205,university-of-granada,Spain,ES,,,26.5,44.0,74.1,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Graz,RI00091,university-of-graz,Austria,AT,,,19.9,51.7,82.7,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Konstanz,RI00758,university-of-konstanz,Germany,DE,,,21.2,51.0,81.0,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Ljubljana,RI02030,university-of-ljubljana,Slovenia,SI,,,27.4,42.3,78.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Louisiana at Lafayette,RI02995,university-of-louisiana-at-lafayette,United States,US,,,16.1,57.3,67.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Manitoba,RI00321,university-of-manitoba,Canada,CA,,,31.6,45.1,70.1,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Milan - Bicocca,RI01238,university-of-milano-bicocca,Italy,IT,,,22.0,48.0,70.6,8.4,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Montana - Missoula,RI03020,university-of-montana-missoula,United States,US,,,19.0,53.0,64.6,6.9,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,University of Naples Federico II,RI01241,university-of-naples-federico-ii,Italy,IT,,,35.7,45.5,68.4,0.0,0.0
arwu,2026-07-19T13:12:23+00:00,biological-sciences,2018,301-400,The University of New Mexico - Albuquerque,RI02928,the-university-of-new-mexico-albuquerque,United States,US,,,26.3,49.5,65.7,4.9,0.0
